title,author,expected_series,expected_position,franchise,source,book_id,work_id,series_id,isbn13,ratings_count,average_rating
Winter,Marissa Meyer,The Lunar Chronicles,4,The Lunar Chronicles,goodreads_dump,13206900,18390887,319989,9780312642983,106410,4.49
Shōgun,James Clavell,Asian Saga: Chronological Order,1,Asian Saga: Chronological Order,goodreads_dump,402093,1755568,591617,9780440178002,106404,4.37
Xenocide,Orson Scott Card,The Ender Quintet,3,The Ender Quintet,goodreads_dump,8648,1150594,155284,9780312861872,106182,3.77
Queen of Shadows,Sarah J. Maas,Throne of Glass,4,Throne of Glass,goodreads_dump,18006496,25272067,509914,9781619636040,106182,4.60
The Fiery Cross,Diana Gabaldon,Outlander,5,Outlander,goodreads_dump,10967,1189893,155589,9780440221661,106064,4.26
Crank,Ellen Hopkins,Crank,1,Crank,goodreads_dump,270730,262457,147386,9780689865190,105994,4.16
Guilty Pleasures,Laurell K. Hamilton,"Anita Blake, Vampire Hunter",1,"Anita Blake, Vampire Hunter",goodreads_dump,30281,3349934,178755,9780425197547,105687,4.02
Pride and Prejudice and Zombies,Seth Grahame-Smith,Pride and Prejudice and Zombies,1,Pride and Prejudice and Zombies,goodreads_dump,5899779,6072122,248552,9781594743344,105537,3.28
Vision in White,Nora Roberts,Bride Quartet,1,Bride Quartet,goodreads_dump,5598113,5769464,168630,9780425227510,105122,4.10
Wolf Hall,Hilary Mantel,Thomas Cromwell Trilogy,1,Thomas Cromwell Trilogy,goodreads_dump,6101138,6278354,349935,9780007230204,105085,3.85
After You,Jojo Moyes,Me Before You,2,Me Before You,goodreads_dump,25041504,44693518,747512,,105053,3.70
The Deep End of the Ocean,Jacquelyn Mitchard,Cappadora Family,1,Cappadora Family,goodreads_dump,5161,1207024,279183,9780140286274,103965,3.84
The Miserable Mill,Lemony Snicket,A Series of Unfortunate Events,4,A Series of Unfortunate Events,goodreads_dump,65119,1209957,155739,9780439272636,103546,3.83
The Black Echo,Michael Connelly,Harry Bosch,1,Harry Bosch,goodreads_dump,32508,48262,145114,9780446612739,103341,4.09
Crossed,Ally Condie,Matched,2,Matched,goodreads_dump,15812814,14449475,206284,9780142421710,103216,3.52
Awakened,P.C. Cast,House of Night,8,House of Night,goodreads_dump,8652190,7366280,173827,9780312650247,102786,4.02
The Knife of Never Letting Go,Patrick Ness,Chaos Walking,1,Chaos Walking,goodreads_dump,2118745,2124180,160818,9781406310252,102233,3.96
Six of Crows,Leigh Bardugo,Six of Crows,1,Six of Crows,goodreads_dump,23437156,42077459,654347,9781627792127,102183,4.46
Déjà Dead,Kathy Reichs,Temperance Brennan,1,Temperance Brennan,goodreads_dump,231604,866667,153211,9780671011369,102084,3.86
Unearthly,Cynthia Hand,Unearthly,1,Unearthly,goodreads_dump,7488244,9621771,210506,9780061996160,102051,4.05
Requiem,Lauren Oliver,Delirium,3,Delirium,goodreads_dump,9593913,14480925,205948,9780062014535,101976,3.74
Anne of Avonlea,L.M. Montgomery,Anne of Green Gables,2,Anne of Green Gables,goodreads_dump,77390,63845,145342,9780553213140,101558,4.21
Fablehaven,Brandon Mull,Fablehaven,1,Fablehaven,goodreads_dump,44652,2129546,160836,9781590385814,101550,4.08
The Austere Academy,Lemony Snicket,A Series of Unfortunate Events,5,A Series of Unfortunate Events,goodreads_dump,131123,1165972,155400,9780064408639,101412,3.97
The Sweetness at the Bottom of the Pie,Alan Bradley,Flavia de Luce,1,Flavia de Luce,goodreads_dump,6218281,4543476,167714,9780385342308,101397,3.81
The Blade Itself,Joe Abercrombie,The First Law,1,The First Law,goodreads_dump,944073,929009,153614,9780575079793,100720,4.14
Old Man's War,John Scalzi,Old Man's War,1,Old Man's War,goodreads_dump,51964,50700,145151,9780765348272,100702,4.23
Fire,Kristin Cashore,Graceling Realm,2,Graceling Realm,goodreads_dump,6137154,6128277,238152,9780803734616,100435,4.12
Hot Six,Janet Evanovich,Stephanie Plum,6,Stephanie Plum,goodreads_dump,6858,1268422,156188,9780312976279,100421,4.18
Elantris,Brandon Sanderson,Elantris,1,Elantris,goodreads_dump,68427,2908871,423544,9780765350374,100115,4.17
Shopaholic & Baby,Sophie Kinsella,Shopaholic,5,Shopaholic,goodreads_dump,9420,3284660,166028,9780385338707,100034,3.78
Grave Peril,Jim Butcher,The Dresden Files,3,The Dresden Files,goodreads_dump,91476,803205,152700,9780451458445,99751,4.18
Shadow of Night,Deborah Harkness,All Souls Trilogy,2,All Souls Trilogy,goodreads_dump,11559200,16499524,266131,9780670023486,99616,4.05
The Kill Order,James Dashner,The Maze Runner,.5,The Maze Runner,goodreads_dump,13089710,18261314,534882,9780385742887,99576,3.69
The Power of Six,Pittacus Lore,Lorien Legacies,2,Lorien Legacies,goodreads_dump,8659601,13530989,178445,9780061974557,99282,4.17
Lover Revealed,J.R. Ward,Black Dagger Brotherhood,4,Black Dagger Brotherhood,goodreads_dump,42898,2958166,164430,9780451412355,98877,4.30
The Alienist,Caleb Carr,Dr. Laszlo Kreizler,1,Dr. Laszlo Kreizler,goodreads_dump,40024,2266643,302517,9780812976144,98728,4.05
Lover Unbound,J.R. Ward,Black Dagger Brotherhood,5,Black Dagger Brotherhood,goodreads_dump,304027,295059,147828,9780451222350,98668,4.33
Second Foundation,Isaac Asimov,Foundation (Publication Order),3,Foundation (Publication Order),goodreads_dump,29580,64823,250809,9780553803730,98612,4.23
Never Too Far,Abbi Glines,Rosemary Beach,2,Rosemary Beach,goodreads_dump,17029526,23346114,535078,9781301627448,98442,4.21
The Coincidence of Callie & Kayden,Jessica Sorensen,The Coincidence,1,The Coincidence,goodreads_dump,16113791,21930423,449494,,98438,4.20
Poison Study,Maria V. Snyder,Poison Study,1,Poison Study,goodreads_dump,60510,1180409,155540,9780778324331,98319,4.16
Anne of the Island,L.M. Montgomery,Anne of Green Gables,3,Anne of Green Gables,goodreads_dump,77392,535245,150218,9780553213171,98248,4.21
The Opal Deception,Eoin Colfer,Artemis Fowl,4,Artemis Fowl,goodreads_dump,114954,1537541,157751,9781423103998,98163,4.04
Dragonflight,Anne McCaffrey,Dragonriders of Pern,1,Dragonriders of Pern,goodreads_dump,61975,2467422,162359,9780345484260,97408,4.10
Murder at the Vicarage,Agatha Christie,Miss Marple,1,Miss Marple,goodreads_dump,16331,2589654,199037,9781579126254,96493,4.03
Beautiful Darkness,Kami Garcia,Beautiful Creatures,2,Beautiful Creatures,goodreads_dump,7842288,10937544,176297,9780316077057,96320,3.84
The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,Harold Fry,1,Harold Fry,goodreads_dump,13227454,18156927,694450,9780812993295,96066,3.89
Among the Hidden,Margaret Peterson Haddix,Shadow Children,1,Shadow Children,goodreads_dump,227651,1210896,155747,9781416924982,96008,3.97
The Gathering Storm,Robert Jordan,The Wheel of Time,12,The Wheel of Time,goodreads_dump,1166599,1920889,178823,9780765302304,95910,4.35
The Awakening,Kelley Armstrong,Darkest Powers,2,Darkest Powers,goodreads_dump,5391115,4115339,218192,9780061662768,95854,4.16
"Fullmetal Alchemist, Vol. 1",Hiromu Arakawa,Fullmetal Alchemist,1,Fullmetal Alchemist,goodreads_dump,870,1959820,180247,9781591169208,95704,4.49
The Boxcar Children,Gertrude Chandler Warner,The Boxcar Children,1,The Boxcar Children,goodreads_dump,297249,945340,153755,9780807508527,95676,4.09
Life As We Knew It,Susan Beth Pfeffer,Last Survivors,1,Last Survivors,goodreads_dump,213753,206925,146871,,95658,3.89
The Eternity Code,Eoin Colfer,Artemis Fowl,3,Artemis Fowl,goodreads_dump,227865,1333018,156589,9780141321318,95604,4.04
Pushing the Limits,Katie McGarry,Pushing the Limits,1,Pushing the Limits,goodreads_dump,10194514,15093690,416970,9780373210497,95584,4.08
Seven Up,Janet Evanovich,Stephanie Plum,7,Stephanie Plum,goodreads_dump,6424,3207062,165607,9780312980146,95530,4.16
Across the Universe,Beth Revis,Across the Universe,1,Across the Universe,goodreads_dump,8235178,13082532,226757,9781595143976,95443,3.78
Rodrick Rules,Jeff Kinney,Diary of a Wimpy Kid,2,Diary of a Wimpy Kid,goodreads_dump,1809465,3025815,164720,9780810994737,95364,4.10
The Fires of Heaven,Robert Jordan,The Wheel of Time,5,The Wheel of Time,goodreads_dump,13895,588034,150737,9781857232097,95084,4.13
The Iron Daughter,Julie Kagawa,The Iron Fey,2,The Iron Fey,goodreads_dump,7747064,7030241,172777,9780373210138,94859,4.13
Rendezvous with Rama,Arthur C. Clarke,Rama,1,Rama,goodreads_dump,112537,1882772,178926,9781857231588,94581,4.06
Opal,Jennifer L. Armentrout,Lux,3,Lux,goodreads_dump,13362536,18591132,328631,9781620610091,94253,4.34
Shopaholic Takes Manhattan,Sophie Kinsella,Shopaholic,2,Shopaholic,goodreads_dump,9418,3238753,165740,9780440241812,94181,3.75
Hard Eight,Janet Evanovich,Stephanie Plum,8,Stephanie Plum,goodreads_dump,6425,1616132,158158,9780312983864,94068,4.17
"So Long, and Thanks for All the Fish",Douglas Adams,Hitchhiker's Guide to the Galaxy,4,Hitchhiker's Guide to the Galaxy,goodreads_dump,8698,3078120,164981,9780330491235,93984,4.08
The Reckoning,Kelley Armstrong,Darkest Powers,3,Darkest Powers,goodreads_dump,6468666,6659237,218193,9781841497129,93963,4.21
The Goose Girl,Shannon Hale,The Books of Bayern,1,The Books of Bayern,goodreads_dump,179064,2715267,163443,9781582349909,93907,4.18
"Roll of Thunder, Hear My Cry",Mildred D. Taylor,Logans,4,Logans,goodreads_dump,310459,1165554,212270,9780140348934,93822,3.79
High Five,Janet Evanovich,Stephanie Plum,5,Stephanie Plum,goodreads_dump,6423,1874115,159473,9780330371230,93736,4.17
Maus II: A Survivor's Tale: And Here My Troubles Began,Art Spiegelman,Maus,2,Maus,goodreads_dump,15197,1782551,186594,9780679729778,93669,4.40
Towers of Midnight,Robert Jordan,The Wheel of Time,13,The Wheel of Time,goodreads_dump,8253920,7338128,178824,9780765325945,93253,4.42
Summer Knight,Jim Butcher,The Dresden Files,4,The Dresden Files,goodreads_dump,91478,912988,153527,9780451458926,92791,4.30
Lord of Chaos,Robert Jordan,The Wheel of Time,6,The Wheel of Time,goodreads_dump,35231,827903,152895,9780812513752,92754,4.10
School's Out—Forever,James Patterson,Maximum Ride,2,Maximum Ride,goodreads_dump,13139,880271,153311,9780316155595,92572,4.16
Dead Witch Walking,Kim Harrison,The Hollows,1,The Hollows,goodreads_dump,30264,30640,144841,9780060572969,92407,4.04
The Marriage Bargain,Jennifer Probst,Marriage to a Billionaire,1,Marriage to a Billionaire,goodreads_dump,13486122,19022487,369287,9781937044961,92336,3.81
Gabriel's Rapture,Sylvain Reynard,Gabriel's Inferno,2,Gabriel's Inferno,goodreads_dump,13639050,19252471,382351,9781936305551,92016,4.22
The Ersatz Elevator,Lemony Snicket,A Series of Unfortunate Events,6,A Series of Unfortunate Events,goodreads_dump,172327,1168344,155425,9780060566210,91995,4.01
"Vampire Knight, Vol. 1",Matsuri Hino,Vampire Knight,1,Vampire Knight,goodreads_dump,263145,255083,214371,9781421508221,91988,4.10
Lady Midnight,Cassandra Clare,The Dark Artifices,1,The Dark Artifices,goodreads_dump,25494343,19104294,355540,9781442468351,91786,4.46
The Surgeon,Tess Gerritsen,Rizzoli & Isles,1,Rizzoli & Isles,goodreads_dump,32263,2674805,163277,9780553817065,91718,4.10
The Vile Village,Lemony Snicket,A Series of Unfortunate Events,7,A Series of Unfortunate Events,goodreads_dump,150037,324576,148051,9780060566227,91588,3.94
Thoughtless,S.C. Stephens,Thoughtless,1,Thoughtless,goodreads_dump,13517535,14321512,283481,9781461091110,91556,4.12
Journey to the Center of the Earth,Jules Verne,Extraordinary Voyages,3,Extraordinary Voyages,goodreads_dump,32829,1924715,1086611,9780553213973,91226,3.84
Dirk Gently's Holistic Detective Agency,Douglas Adams,Dirk Gently,1,Dirk Gently,goodreads_dump,365,1042123,154462,9780671746728,91027,3.97
Equal Rites,Terry Pratchett,Discworld,3,Discworld,goodreads_dump,34507,583611,150707,9780060855901,90838,4.00
The Mysterious Benedict Society,Trenton Lee Stewart,The Mysterious Benedict Society,1,The Mysterious Benedict Society,goodreads_dump,83369,80497,145547,9780316057776,89891,4.14
The Forever War,Joe Haldeman,The Forever War,1,The Forever War,goodreads_dump,21611,423,215018,9780060510862,89663,4.15
Inferno,Dante Alighieri,La Divina Commedia,1,La Divina Commedia,goodreads_dump,15645,2377563,313415,9780812970067,89429,3.99
Days of Blood & Starlight,Laini Taylor,Daughter of Smoke & Bone,2,Daughter of Smoke & Bone,goodreads_dump,12812550,17961723,298929,9780316133975,89235,4.20
Shopaholic Ties the Knot,Sophie Kinsella,Shopaholic,3,Shopaholic,goodreads_dump,9419,2992357,164614,9780440241898,88958,3.77
A Breath of Snow and Ashes,Diana Gabaldon,Outlander,6,Outlander,goodreads_dump,10965,1750497,158764,9780385340397,88957,4.43
A Crown of Swords,Robert Jordan,The Wheel of Time,7,The Wheel of Time,goodreads_dump,13890,791214,152558,9780812550283,88716,4.01
A Wind in the Door,Madeleine L'Engle,Time Quintet,2,Time Quintet,goodreads_dump,18130,1196035,181635,9780440487616,88326,4.07
"Harry Potter and the Cursed Child, Parts 1 & 2",J.K. Rowling,Harry Potter,8,Harry Potter,goodreads_dump,29069989,48765776,1055430,9781338099133,88302,3.74
Lover Enshrined,J.R. Ward,Black Dagger Brotherhood,6,Black Dagger Brotherhood,goodreads_dump,1240662,1928049,159765,9780451222725,88253,4.12
Magyk,Angie Sage,Septimus Heap,1,Septimus Heap,goodreads_dump,769483,2215929,161262,9780060577315,88144,3.80
To the Nines,Janet Evanovich,Stephanie Plum,9,Stephanie Plum,goodreads_dump,40331,826485,152885,9780747267638,87905,4.16
"Attack on Titan, Vol. 1",Hajime Isayama,Attack on Titan,1,Attack on Titan,goodreads_dump,13154150,18332367,399526,9781612620244,87848,4.42
The Golden Lily,Richelle Mead,Bloodlines,2,Bloodlines,goodreads_dump,8709523,13582370,214760,9781595143181,87841,4.36
Dead Reckoning,Charlaine Harris,Sookie Stackhouse,11,Sookie Stackhouse,goodreads_dump,7981206,12401364,182330,,87802,3.77
One Thousand White Women: The Journals of May Dodd,Jim Fergus,One Thousand White Women,1,One Thousand White Women,goodreads_dump,33512,527677,1054571,9780312199432,87293,3.88
Alanna: The First Adventure,Tamora Pierce,Song of the Lioness,1,Song of the Lioness,goodreads_dump,13831,1936544,159827,9780689878558,87241,4.27
The Amulet of Samarkand,Jonathan Stroud,Bartimaeus Sequence,1,Bartimaeus Sequence,goodreads_dump,334123,1121748,155050,9780786818594,87147,4.00
Extras,Scott Westerfeld,Uglies,4,Uglies,goodreads_dump,493456,3315797,166154,9781416951179,86904,3.59
The Eyre Affair,Jasper Fforde,Thursday Next,1,Thursday Next,goodreads_dump,27003,3436605,166496,9780142001806,86867,3.91
Playing for Keeps,R.L. Mathewson,Neighbor from Hell,1,Neighbor from Hell,goodreads_dump,11381643,16313158,294456,9780983212546,86699,4.08
Ignite Me,Tahereh Mafi,Shatter Me,3,Shatter Me,goodreads_dump,13188676,40181098,596526,,86673,4.44
Blood Bound,Patricia Briggs,Mercy Thompson,2,Mercy Thompson,goodreads_dump,285205,2577848,162885,9780441014736,86338,4.31
The Unbecoming of Mara Dyer,Michelle Hodkin,Mara Dyer,1,Mara Dyer,goodreads_dump,11408650,13460686,303103,,86329,4.09
Forever,Maggie Stiefvater,The Wolves of Mercy Falls,3,The Wolves of Mercy Falls,goodreads_dump,9409458,6961290,172626,9780545259088,86210,3.91
Chocolat,Joanne Harris,Chocolat,1,Chocolat,goodreads_dump,47401,2930558,215413,9780141000183,85971,3.95
The Big Sleep,Raymond Chandler,Philip Marlowe,1,Philip Marlowe,goodreads_dump,2052,1222673,855285,9780394758282,85883,4.03
The Darkest Minds,Alexandra Bracken,The Darkest Minds,1,The Darkest Minds,goodreads_dump,10576365,15483434,851624,9781423157373,85877,4.25
Wither,Lauren DeStefano,The Chemical Garden,1,The Chemical Garden,goodreads_dump,8525590,13392566,180355,9781442409057,85805,3.81
The Last Straw,Jeff Kinney,Diary of a Wimpy Kid,3,Diary of a Wimpy Kid,goodreads_dump,3293821,3330329,166180,9780810970687,85757,4.11
The Carnivorous Carnival,Lemony Snicket,A Series of Unfortunate Events,9,A Series of Unfortunate Events,goodreads_dump,324277,984147,154017,9780064410120,85748,3.97
Lover Avenged,J.R. Ward,Black Dagger Brotherhood,7,Black Dagger Brotherhood,goodreads_dump,5098079,5164827,168274,9780451225856,85525,4.38
Death Masks,Jim Butcher,The Dresden Files,5,The Dresden Files,goodreads_dump,91479,2183,144424,9780451459404,85338,4.32
The Ruins of Gorlan,John Flanagan,Ranger's Apprentice,1,Ranger's Apprentice,goodreads_dump,60400,810498,152760,9780142406632,85295,4.20
Maybe Someday,Colleen Hoover,Maybe,1,Maybe,goodreads_dump,24445517,24878180,902956,,85268,4.32
Eleven on Top,Janet Evanovich,Stephanie Plum,11,Stephanie Plum,goodreads_dump,11003,811763,152771,9780312985349,85261,4.15
Losing It,Cora Carmack,Losing It,1,Losing It,goodreads_dump,16034964,21807237,443047,9780988393509,85194,3.76
Glass Sword,Victoria Aveyard,Red Queen,2,Red Queen,goodreads_dump,23174274,42720997,682706,9780062310668,85150,3.94
The Serpent's Shadow,Rick Riordan,Kane Chronicles,3,Kane Chronicles,goodreads_dump,12893742,16416771,263538,9781423140573,84994,4.28
New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,The Twilight Saga: The Official Illustrated Movie Companion,2,The Twilight Saga: The Official Illustrated Movie Companion,goodreads_dump,6466909,6657415,335635,9780316075800,84897,4.34
Rise of the Evening Star,Brandon Mull,Fablehaven,2,Fablehaven,goodreads_dump,784911,770911,152388,9781590387429,84861,4.16
Rebel Angels,Libba Bray,Gemma Doyle,2,Gemma Doyle,goodreads_dump,51428,1696926,158496,9780385733410,84587,3.97
Dune Messiah,Frank Herbert,Dune,2,Dune,goodreads_dump,106,3634570,166797,9780441172696,84517,3.86
Real,Katy Evans,Real,1,Real,goodreads_dump,17617277,24581234,491382,9781301347940,84375,4.21
Iron Kissed,Patricia Briggs,Mercy Thompson,3,Mercy Thompson,goodreads_dump,1412138,1178926,155515,9780441015665,84367,4.36
Stone of Tears,Terry Goodkind,Sword of Truth,2,Sword of Truth,goodreads_dump,234184,3107985,165162,9780312857066,84130,4.11
Mary Poppins,P.L. Travers,Mary Poppins,1,Mary Poppins,goodreads_dump,152380,2768848,272925,9780152058104,84109,4.05
Lover Mine,J.R. Ward,Black Dagger Brotherhood,8,Black Dagger Brotherhood,goodreads_dump,7046495,7370233,173846,9780451229854,83866,4.41
The Sword of Summer,Rick Riordan,Magnus Chase and the Gods of Asgard,1,Magnus Chase and the Gods of Asgard,goodreads_dump,15724396,21400019,391753,9781423160915,83801,4.26
Effortless,S.C. Stephens,Thoughtless,2,Thoughtless,goodreads_dump,15842441,16657003,283482,9781476717487,83800,4.37
Wool Omnibus,Hugh Howey,Silo,1,Silo,goodreads_dump,13453029,18979356,349907,,83601,4.24
Siege and Storm,Leigh Bardugo,Grisha Verse,2,Grisha Verse,goodreads_dump,14061955,19699752,380142,9780805094602,83588,4.08
Princess Academy,Shannon Hale,Princess Academy,1,Princess Academy,goodreads_dump,85990,3299770,304141,9781599900735,83384,4.02
Inkspell,Cornelia Funke,Inkworld,2,Inkworld,goodreads_dump,28195,1567967,157869,9780439554008,83275,3.91
The Iron Queen,Julie Kagawa,The Iron Fey,3,The Iron Fey,goodreads_dump,8685612,7030253,172778,9780373210183,83151,4.24
The Slippery Slope,Lemony Snicket,A Series of Unfortunate Events,10,A Series of Unfortunate Events,goodreads_dump,297792,2146706,160925,9780064410137,83025,4.00
Royal Assassin,Robin Hobb,Farseer Trilogy,2,Farseer Trilogy,goodreads_dump,68487,4668002,167850,9780006480105,82750,4.21
It's Not Summer Without You,Jenny Han,Summer,2,Summer,goodreads_dump,6584188,6777681,200628,9781416995555,82099,4.14
Free Four: Tobias Tells the Divergent Knife-Throwing Scene,Veronica Roth,Divergent,1.5,Divergent,goodreads_dump,13615258,19216323,370644,9780062237422,82006,4.18
Dog Days,Jeff Kinney,Diary of a Wimpy Kid,4,Diary of a Wimpy Kid,goodreads_dump,6578293,6771716,171715,9780810983915,81815,4.14
Abhorsen,Garth Nix,Abhorsen,3,Abhorsen,goodreads_dump,334643,2339177,161820,9780060278250,81633,4.29
Rapture,Lauren Kate,Fallen,4,Fallen,goodreads_dump,12716010,14103064,193551,,81438,4.03
Messenger,Lois Lowry,The Giver,3,The Giver,goodreads_dump,12930,901952,153457,9780385732536,81325,3.90
Blood Rites,Jim Butcher,The Dresden Files,6,The Dresden Files,goodreads_dump,99383,227172,147104,9780451459879,81169,4.33
The Talisman,Stephen King,The Talisman,1,The Talisman,goodreads_dump,59219,3324421,183595,9780375507779,80981,4.12
The Witching Hour,Anne Rice,Lives of the Mayfair Witches,1,Lives of the Mayfair Witches,goodreads_dump,11901,2926133,164320,9780099471424,80912,4.10
Paranormalcy,Kiersten White,Paranormalcy,1,Paranormalcy,goodreads_dump,7719245,6949381,172599,9780061985843,80845,3.91
The Infinite Sea,Rick Yancey,The 5th Wave,2,The 5th Wave,goodreads_dump,16131484,27237970,569751,,80777,3.94
This Man,Jodi Ellen Malpas,This Man,1,This Man,goodreads_dump,16140036,21970768,439385,,80440,4.12
Lirael,Garth Nix,Abhorsen,2,Abhorsen,goodreads_dump,47624,2067752,160530,9780060590161,80367,4.29
The Dream Thieves,Maggie Stiefvater,The Raven Cycle,2,The Raven Cycle,goodreads_dump,17347389,21598446,413082,9780545424943,79929,4.27
Harriet the Spy,Louise Fitzhugh,Harriet the Spy,1,Harriet the Spy,goodreads_dump,232576,1429939,190923,9780440416791,79879,3.96
Rule,Jay Crownover,Marked Men,1,Marked Men,goodreads_dump,17200687,23675925,456241,,79786,4.15
Dragons of Autumn Twilight,Margaret Weis,Dragonlance: Chronicles,1,Dragonlance: Chronicles,goodreads_dump,259836,251833,147279,9780786915743,79778,4.02
A Dirty Job,Christopher Moore,Grim Reaper,1,Grim Reaper,goodreads_dump,33456,3258721,685157,9780060590277,79687,4.08
Dead Beat,Jim Butcher,The Dresden Files,7,The Dresden Files,goodreads_dump,17683,6614452,170798,9780451460912,79660,4.43
Miss Nelson Is Missing!,Harry Allard,Miss Nelson,1,Miss Nelson,goodreads_dump,147732,142568,253240,9780395401460,79484,4.27
Steelheart,Brandon Sanderson,The Reckoners,1,The Reckoners,goodreads_dump,17182126,21366540,448811,9780385743563,79287,4.16
The Deal,Elle Kennedy,Off-Campus,1,Off-Campus,goodreads_dump,24920901,44100599,727803,,79120,4.30
Ringworld,Larry Niven,Ringworld,1,Ringworld,goodreads_dump,61179,924711,187312,9780575077027,78483,3.96
Words of Radiance,Brandon Sanderson,The Stormlight Archive,2,The Stormlight Archive,goodreads_dump,17332218,16482835,265631,9780765326362,78319,4.77
Glass Houses,Rachel Caine,The Morganville Vampires,1,The Morganville Vampires,goodreads_dump,27266,27912,144784,9780451219947,78211,3.92
Naked in Death,J.D. Robb,In Death,1,In Death,goodreads_dump,268602,1097497,154810,9780399151576,78060,4.12
The Indian in the Cupboard,Lynne Reid Banks,The Indian in the Cupboard,1,The Indian in the Cupboard,goodreads_dump,125404,824446,178844,9780007148981,78012,3.89
Hollow City,Ransom Riggs,Miss Peregrine’s Peculiar Children,2,Miss Peregrine’s Peculiar Children,goodreads_dump,23164983,17377739,354565,9781594747359,77865,4.07
A Swiftly Tilting Planet,Madeleine L'Engle,Time Quintet,3,Time Quintet,goodreads_dump,77276,1196024,181636,9780440401582,77751,4.13
Grey,E.L. James,Fifty Shades,4,Fifty Shades,goodreads_dump,25644601,45460946,781525,9781101946343,77520,3.76
Beezus and Ramona,Beverly Cleary,Ramona Quimby,1,Ramona Quimby,goodreads_dump,91244,933852,187214,9780192750969,77443,3.97
"Black Butler, Vol. 1",Yana Toboso,Hei Zhi Shi [Kuroshitsuji - Black Butler],1,Hei Zhi Shi [Kuroshitsuji - Black Butler],goodreads_dump,6690979,6886418,652404,9780316080842,77308,4.37
One Foot in the Grave,Jeaniene Frost,Night Huntress,2,Night Huntress,goodreads_dump,2168860,2174436,302356,9780061245091,77178,4.31
The Last Unicorn,Peter S. Beagle,The Last Unicorn,1,The Last Unicorn,goodreads_dump,29127,902304,528289,9780451450524,77163,4.18
Masquerade,Melissa de la Cruz,Blue Bloods,2,Blue Bloods,goodreads_dump,106085,1319792,156530,9780786838936,77122,3.91
Ten Big Ones,Janet Evanovich,Stephanie Plum,10,Stephanie Plum,goodreads_dump,86663,3184483,165534,9780312936228,76835,4.13
Heist Society,Ally Carter,Heist Society,1,Heist Society,goodreads_dump,6574102,6767235,180304,9781423116394,76823,3.91
The Light Fantastic,Terry Pratchett,Discworld,2,Discworld,goodreads_dump,34506,592532,150805,9780061020704,76808,3.94
The Burning Bridge,John Flanagan,Ranger's Apprentice,2,Ranger's Apprentice,goodreads_dump,144349,6627890,170902,9780399244551,76791,4.29
Proven Guilty,Jim Butcher,The Dresden Files,8,The Dresden Files,goodreads_dump,91474,576222,150616,9780451461032,76636,4.41
Going Postal,Terry Pratchett,Discworld,33,Discworld,goodreads_dump,64222,1636617,158257,9780060502935,76404,4.36
Saving the World and Other Extreme Sports,James Patterson,Maximum Ride,3,Maximum Ride,goodreads_dump,33676,940067,153699,9780316155601,76301,4.16
The Path of Daggers,Robert Jordan,The Wheel of Time,8,The Wheel of Time,goodreads_dump,140974,1098593,154825,9780812550290,76203,3.90
Bitterblue,Kristin Cashore,Graceling Realm,3,Graceling Realm,goodreads_dump,12680907,6508730,238153,9780803734739,75984,4.01
The Borrowers,Mary Norton,The Borrowers,1,The Borrowers,goodreads_dump,348573,802336,211893,9780152047375,75811,4.02
Demonglass,Rachel Hawkins,Hex Hall,2,Hex Hall,goodreads_dump,8428064,11015791,176388,9781423121312,75795,4.12
Children of the Mind,Orson Scott Card,The Ender Quintet,4,The Ender Quintet,goodreads_dump,31360,1959402,159918,9780765304742,75735,3.74
Children of Dune,Frank Herbert,Dune,3,Dune,goodreads_dump,112,3634573,166798,9780441104024,75579,3.90
Twelve Sharp,Janet Evanovich,Stephanie Plum,12,Stephanie Plum,goodreads_dump,3507,3095104,165078,9780312349486,75549,4.14
Redwall,Brian Jacques,Redwall,1,Redwall,goodreads_dump,7996,486980,149699,9781862301382,75466,4.11
Under the Never Sky,Veronica Rossi,Under the Never Sky,1,Under the Never Sky,goodreads_dump,11594257,15093785,314351,9781907411052,75437,4.00
White Night,Jim Butcher,The Dresden Files,9,The Dresden Files,goodreads_dump,91475,1254936,156116,9780451461407,75277,4.41
The Grim Grotto,Lemony Snicket,A Series of Unfortunate Events,11,A Series of Unfortunate Events,goodreads_dump,65111,1168322,155424,9780064410144,75222,3.99
Kane and Abel,Jeffrey Archer,Kane and Abel,1,Kane and Abel,goodreads_dump,78983,1084150,218083,9780312995058,75215,4.27
On the Banks of Plum Creek,Laura Ingalls Wilder,Little House,4,Little House,goodreads_dump,7882,1402758,157039,9780060885403,75206,4.19
Sideways Stories from Wayside School,Louis Sachar,Wayside School,1,Wayside School,goodreads_dump,15779,1215581,302450,9780747571773,75047,4.14
Blue Moon,Alyson Noel,The Immortals,2,The Immortals,goodreads_dump,6134826,6313389,169605,9780312532765,74966,3.61
Shadowfever,Karen Marie Moning,Fever,5,Fever,goodreads_dump,7304203,6967072,172643,9780385341677,74965,4.45
The Alloy of Law,Brandon Sanderson,Mistborn - Alloy Era,4,Mistborn - Alloy Era,goodreads_dump,10803121,15035863,598626,9780765330420,74892,4.20
Everything We Keep,Kerry Lonsdale,Everything We Keep,1,Everything We Keep,goodreads_dump,29639736,46247179,1078632,,74758,3.84
